customer_name,customer_id,order_ref,product_group,product_name,tech,status,system,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
Waldm Ellefsen AS,361,401283,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28294722,29.04.2016,,02.05.2016,,,,,,1,25.05.2016 10:40:52
HAMILTON-GRUPPEN AS,362,5503279,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28829081,21.03.2016,23.05.2016,22.03.2016,22.09.2016,13.09.2016,,,22.09.2016,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396681,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28483679,21.03.2016,,26.04.2016,,,,,,1,25.05.2016 10:40:52
OpenNet,363,396780,Ethernet,Ethernet Punkt til Punkt 10 Gpbs,Other,IN_PROGRESS,SOS,plan & design,28805749,21.03.2016,,22.03.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396772,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS,plan & design,10302486,21.03.2016,,18.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396751,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302790,21.03.2016,,13.04.2016,,,,,,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396769,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28979929,21.03.2016,,12.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,370138,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302813,04.02.2016,,24.02.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396745,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302819,21.03.2016,,12.04.2016,,,,,,1,25.05.2016 10:40:52
EUREST AS,364,399771,Internet,Internett Fiber 500 Mbps (onnet),Fiber,IN_PROGRESS,SOS,complete order,28559958,14.04.2016,22.04.2016,15.04.2016,04.05.2016,25.04.2016,,04.05.2016,04.05.2016,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396774,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28897763,21.03.2016,,12.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396636,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302759,21.03.2016,,20.04.2016,,,,,,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396771,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28599360,21.03.2016,,13.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396765,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302614,21.03.2016,,11.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396719,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS,plan & design,10302617,21.03.2016,,15.04.2016,,,,,,1,25.05.2016 10:40:52
SKI TAXI SA,365,5503850,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28510431,06.05.2016,12.05.2016,09.05.2016,14.06.2016,03.06.2016,,,14.06.2016,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396735,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28626841,21.03.2016,,26.04.2016,,,,,,1,25.05.2016 10:40:52
Atea AS v/Norsk Helsenett DSL,221,396801,IPVPN,IPVPN SHDSL 12 Mbps (oa3),DSL,IN_PROGRESS,SOS,finalize access,28746778,21.03.2016,26.03.2016,22.03.2016,09.05.2016,02.06.2016,,,09.06.2016,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396763,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28692640,21.03.2016,,26.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396777,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302768,21.03.2016,,14.04.2016,,,,,,1,25.05.2016 10:40:52
Viju Norge AS,188,401297,IPVPN,IPVPN SHDSL 2 Mbps (oa),DSL,IN_PROGRESS,SOS,finalize access,28329419,29.04.2016,06.05.2016,03.05.2016,16.06.2016,13.06.2016,,,16.06.2016,1,25.05.2016 10:40:52
NextGenTel AS,239,396737,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302499,21.03.2016,,12.04.2016,,,,,,1,25.05.2016 10:40:52
Viken Fiber AS,366,401299,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303949,29.04.2016,,25.05.2016,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,396802,IPVPN,IPVPN Mobil Backup 4G,ukjent,IN_PROGRESS,SOS,validate & disp.,28131800,21.03.2016,,,,,,,,1,25.05.2016 10:40:52
Atea AS.,232,403801,IPVPN,IPVPN Fiber 20 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28473698,13.05.2016,23.05.2016,18.05.2016,20.06.2016,09.06.2016,,,20.06.2016,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396766,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28498252,21.03.2016,,26.04.2016,,,,,,1,25.05.2016 10:40:52
De 3 stuer AS,4,401280,Internet,Internett Fiber 6 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28756682,29.04.2016,06.05.2016,02.05.2016,09.06.2016,31.05.2016,,,09.06.2016,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396758,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28662280,21.03.2016,,26.04.2016,,,,,,1,25.05.2016 10:40:52
Harald A. Møller AS avd. IKT,259,401367,IPVPN,IPVPN Konfigurasjons endringer remote,Other,COMPLETED,SOS,,28100531,29.04.2016,12.05.2016,12.05.2016,19.06.2016,,23.05.2016,23.05.2016,19.06.2016,1,25.05.2016 10:40:52
BEDEHUSET MAT AS,367,5503837,Internet,Internett Fiber 50 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28482964,06.05.2016,,09.05.2016,,,,,,1,25.05.2016 10:40:52
Telecomputing Norway AS,254,401892,IPVPN,IPVPN Fiber 20 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28555986,06.05.2016,19.05.2016,19.05.2016,03.06.2016,25.05.2016,,,03.06.2016,1,25.05.2016 10:40:52
Mynet AS,83,400698,Internet,Internett Fiber 200 Mbps (onnet),Fiber,IN_PROGRESS,SOS,finalize access,28231821,22.04.2016,26.04.2016,26.04.2016,28.04.2016,26.04.2016,,,28.04.2016,1,25.05.2016 10:40:52
SIGMA ITM NORWAY AS,368,401369,Internet,Internett Fiber 100 Mbps (onnet),Fiber,COMPLETED,SOS_SUGAR,,28752510,29.04.2016,04.05.2016,02.05.2016,02.06.2016,24.05.2016,23.05.2016,20.05.2016,02.06.2016,1,25.05.2016 10:40:52
Hemelektronik i Strängnäs AB / Elgiganten,369,403797,IPVPN,IPVPN Mobil Backup 4G Premium,ukjent,IN_PROGRESS,SOS,plan & design,28710622,13.05.2016,,23.05.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,400660,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS,plan & design,10302445,22.04.2016,,25.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,400665,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS,plan & design,10303868,22.04.2016,,02.05.2016,,,,,,1,25.05.2016 10:40:52
Harald A. Møller AS avd. IKT,259,401372,IPVPN,IPVPN Konfigurasjons endringer remote,Other,COMPLETED,SOS,,28161547,29.04.2016,12.05.2016,12.05.2016,19.06.2016,,23.05.2016,23.05.2016,19.06.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,400033,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303824,15.04.2016,,24.04.2016,,,,,,1,25.05.2016 10:40:52
Viken Fiber AS,366,400029,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303825,15.04.2016,,24.04.2016,,,,,,1,25.05.2016 10:40:52
Viken Fiber AS,366,403171,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,COMPLETED,SOS,,10301136,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403185,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10300430,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403194,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301870,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403195,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301867,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403200,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301868,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403058,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301667,06.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403113,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301669,06.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403115,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301668,06.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403213,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301879,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403215,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301864,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403219,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301863,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403220,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301862,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403221,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301865,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403222,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301875,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403224,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301876,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403227,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301874,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403229,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301872,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403238,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301869,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403243,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301873,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403246,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301871,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403254,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301877,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403255,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301878,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403281,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10300381,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403286,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10300503,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403300,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301670,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403301,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301660,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403304,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301665,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403305,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301662,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403306,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301774,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403308,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301740,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403309,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301661,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403311,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301664,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403157,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10300488,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403160,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10300492,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403314,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301945,10.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403315,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10301663,10.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403318,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10303224,10.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403319,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10303209,10.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Kongsberg Maritime AS,370,399736,Internet,Internett Fiber 400 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28515012,14.04.2016,28.04.2016,27.04.2016,25.05.2016,14.09.2016,,,23.09.2016,1,25.05.2016 10:40:52
Kongsberg Maritime AS,370,399122,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS,validate & disp.,,12.05.2016,,,,,,,,1,25.05.2016 10:40:52
Kongsberg Maritime AS,370,399124,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS,validate & disp.,,12.05.2016,,,,,,,,1,25.05.2016 10:40:52
Automobil AS HK,371,396785,IPVPN,IPVPN Fiber 30 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28998022,21.03.2016,06.04.2016,22.03.2016,18.05.2016,01.07.2016,,21.04.2016,01.07.2016,1,25.05.2016 10:40:52
NextGenTel AS,239,396797,Capacity,Enkeltfiber,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10303696,21.03.2016,06.04.2016,01.04.2016,09.05.2016,27.05.2016,,,31.05.2016,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,396792,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,finalize access,10303802,21.03.2016,11.05.2016,20.04.2016,20.05.2016,13.05.2016,,,20.05.2016,1,25.05.2016 10:40:52
NextGenTel AS,239,396659,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302501,21.03.2016,,11.04.2016,,,,,,1,25.05.2016 10:40:52
NextGenTel AS,239,396655,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302476,21.03.2016,,06.04.2016,,,,,,1,25.05.2016 10:40:52
DataGuard AS,35,400614,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10303916,22.04.2016,,11.05.2016,,,,,,1,25.05.2016 10:40:52
Serit Skagerak AS,372,5503780,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28895162,29.04.2016,11.05.2016,02.05.2016,13.06.2016,02.06.2016,,,13.06.2016,1,25.05.2016 10:40:52
Blix Solutions AS,373,330566,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10301415,13.01.2015,28.01.2015,14.01.2015,26.02.2015,25.05.2015,,,23.05.2015,1,25.05.2016 10:40:52
LA SALSA OSLO AS,374,400677,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28585842,22.04.2016,04.05.2016,22.04.2016,28.06.2016,17.06.2016,,,28.06.2016,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,403828,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,NEW,SOS,validate & disp.,,13.05.2016,,,,,,,,1,25.05.2016 10:40:52
Viken Fiber AS,366,403181,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,COMPLETED,SOS,,10301435,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403807,Capacity,Fiberpar,Fiber,NEW,SOS,validate & disp.,10302072,13.05.2016,,,,,,,,1,25.05.2016 10:40:52
Viken Fiber AS,366,403811,Capacity,Fiberpar,Fiber,NEW,SOS,validate & disp.,,13.05.2016,,,,,,,,1,25.05.2016 10:40:52
Viken Fiber AS,366,403276,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10303210,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403277,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10303211,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403278,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10303212,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403139,Capacity,Fiberpar,Fiber,COMPLETED,SOS,,10303139,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403156,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,COMPLETED,SOS,,10301490,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Atea AS.,232,364590,IPVPN,IPVPN Fiber 20 Mbps (offnett),Fiber,IN_PROGRESS,SOS,complete order,28378849,17.12.2015,15.04.2016,06.01.2016,08.07.2016,02.05.2016,,04.05.2016,08.07.2016,1,25.05.2016 10:40:52
NorgesGruppen Data AS,243,371539,IPVPN,IPVPN SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,SOS,plan & design,32516202,08.02.2016,,24.05.2016,,,,,,1,25.05.2016 10:40:52
Verktøy-senteret Terje Kulvik AS,375,400674,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS,finalize access,28231886,22.04.2016,26.04.2016,26.04.2016,28.04.2016,26.04.2016,,,28.04.2016,1,25.05.2016 10:40:52
Keynet AS,217,400672,Internet,Internett Fiber 10 Mbps (offnet),Fiber,NEW,SOS,validate & disp.,28241153,22.04.2016,,,,,,,,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,396791,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,complete order,10303801,21.03.2016,11.05.2016,20.04.2016,20.05.2016,12.05.2016,,18.05.2016,20.05.2016,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,396680,Capacity,Bølgelengde 1 Gbps,Bølgelengde,COMPLETED,SOS_SUGAR,,10303803,21.03.2016,11.05.2016,20.04.2016,20.05.2016,12.05.2016,23.05.2016,11.05.2016,20.05.2016,1,25.05.2016 10:40:52
CONTERA AS,376,5503330,Internet,Internett Fiber 30 Mbps (offnet),Fiber,IN_PROGRESS,SOS,finalize access,28748908,22.03.2016,10.05.2016,12.04.2016,01.06.2016,27.05.2016,,,01.06.2016,1,25.05.2016 10:40:52
NextGenTel AS,239,396775,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302487,21.03.2016,,20.04.2016,,,,,,1,25.05.2016 10:40:52
Norsk Helsenett SF,303,396790,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10303804,21.03.2016,,20.04.2016,,,,19.05.2016,,1,25.05.2016 10:40:52
HCL TECHNOLOGIES NORWAY AS,377,397038,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,finalize access,10303872,22.03.2016,04.05.2016,02.05.2016,14.06.2016,31.05.2016,,,14.06.2016,1,25.05.2016 10:40:52
HCL TECHNOLOGIES NORWAY AS,377,397036,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,finalize access,10303873,22.03.2016,04.05.2016,02.05.2016,14.06.2016,31.05.2016,,,14.06.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403116,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,COMPLETED,SOS,,106825,06.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403122,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,COMPLETED,SOS,,107237,06.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403123,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,COMPLETED,SOS,,110134,06.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Viken Fiber AS,366,403133,Capacity,FTB (Fiber til bedrift med bruksbegrensning),Fiber,COMPLETED,SOS,,106692,09.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,24.05.2016,1,25.05.2016 10:40:52
Uninett AS,378,403803,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS,validate & disp.,,13.05.2016,,,,,,,,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,397035,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28469548,22.03.2016,,26.04.2016,,,,,,1,25.05.2016 10:40:52
Ice Communication Norge AS,278,396986,IPVPN,IPVPN Fiber 300 Mbps (offnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28902541,22.03.2016,,08.04.2016,,,,,,1,25.05.2016 10:40:52
"SOCIETA ITALIANA PER CONDOTTE D'ACQUA S.P.A.",379,403125,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28711751,06.05.2016,23.05.2016,09.05.2016,22.06.2016,13.06.2016,,,22.06.2016,1,25.05.2016 10:40:52
