customer_name,customer_id,order_ref,product_group,product_name,tech,status,system,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
OBOS,208716,336234,IPVPN,IPVPN Fiber 200 Mbps (onnett),Fiber,IN_PROGRESS,SOS,complete order,28882554,16.03.2015,17.04.2015,18.03.2015,06.05.2015,06.05.2015,,18.03.2015,06.05.2015,1,31.05.2016 08:23:10
OBOS,208716,336525,IPVPN,IPVPN Fiber 100 Mbps (onnett),Fiber,IN_PROGRESS,SOS,complete order,28926974,18.03.2015,17.04.2015,18.03.2015,06.05.2015,06.05.2015,,18.03.2015,06.05.2015,1,31.05.2016 08:23:10
Atea AS.,260572,401743,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28943478,04.05.2016,12.05.2016,10.05.2016,08.07.2016,02.06.2016,,,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,260572,401738,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28776665,04.05.2016,12.05.2016,10.05.2016,08.07.2016,31.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,260572,396067,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28634131,16.03.2016,18.04.2016,17.03.2016,08.07.2016,11.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,257661,400153,IPVPN,IPVPN Fiber 10 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28597001,19.04.2016,20.05.2016,26.04.2016,07.06.2016,27.05.2016,,,07.06.2016,1,31.05.2016 08:23:10
Atea AS.,260572,401722,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28382170,04.05.2016,13.05.2016,10.05.2016,08.07.2016,08.06.2016,,,08.07.2016,1,31.05.2016 08:23:10
Støren Elkjøp AS,208695,401033,IPVPN,IPVPN Fiber 10 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28978221,27.04.2016,13.05.2016,06.05.2016,14.06.2016,03.06.2016,,,14.06.2016,1,31.05.2016 08:23:10
EVIDENSIA OSLO DYRESYKEHUS AS,273771,401725,Internet,Internett ADSL 2+ opptil 20000/1000 kbps (oa),DSL,IN_PROGRESS,SOS,validate & disp.,28347454,04.05.2016,,,,,,,,1,31.05.2016 08:23:10
EVIDENSIA OSLO DYRESYKEHUS AS,273771,401726,Internet,Internett SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,SOS,validate & disp.,32634819,04.05.2016,,,,,,,,1,31.05.2016 08:23:10
Rakkestad Kommune,201004,401716,IPVPN,Fast IPv4 32 stk,Other,IN_PROGRESS,SOS,validate & disp.,28281441,04.05.2016,,,,,,,,1,31.05.2016 08:23:10
BP NORGE AS,201784,403641,Internet,Internett Fiber 200 Mbps (onnet),Fiber,IN_PROGRESS,SOS,plan & design,28743098,11.05.2016,,12.05.2016,,,,,,1,31.05.2016 08:23:10
BP NORGE AS,201784,403632,Internet,Internett Fiber 200 Mbps (onnet),Fiber,IN_PROGRESS,SOS,validate & disp.,,30.05.2016,,,,,,,,1,31.05.2016 08:23:10
NextGenTel AS,163070,396677,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302783,21.03.2016,,20.04.2016,,,,,,1,31.05.2016 08:23:10
NextGenTel AS,163070,396760,Capacity,Bølgelengde 10 Gbps,Bølgelengde,IN_PROGRESS,SOS_SUGAR,plan & design,10302764,21.03.2016,,18.04.2016,,,,,,1,31.05.2016 08:23:10
NextGenTel AS,163070,396726,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS,plan & design,10302763,21.03.2016,,18.04.2016,,,,,,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,396042,Internet,Internett SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,SOS,finalize access,28833267,16.03.2016,19.04.2016,01.04.2016,20.05.2016,12.05.2016,,,20.05.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,400299,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,complete order,28647980,20.04.2016,28.05.2016,28.05.2016,17.06.2016,02.06.2016,,28.05.2016,17.06.2016,1,31.05.2016 08:23:10
TikkTakk AS,209327,401414,Internet,Internett SHDSL 4 Mbps (oa),DSL,IN_PROGRESS,SOS,plan & design,28503874,02.05.2016,,03.05.2016,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,396111,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,complete order,28774107,16.03.2016,10.05.2016,17.03.2016,08.07.2016,25.05.2016,,26.05.2016,08.07.2016,1,31.05.2016 08:23:10
Ice Communication Norge AS,267533,401745,IPVPN,IPVPN Fiber 300 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28834008,04.05.2016,,06.05.2016,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,371005,IPVPN,IPVPN SHDSL 8 Mbps (oa4),DSL,IN_PROGRESS,SOS,finalize access,28003878,08.02.2016,11.05.2016,11.05.2016,06.06.2016,30.05.2016,,,06.06.2016,1,31.05.2016 08:23:10
Espire AS,221722,401094,IPVPN,IPVPN SHDSL 2 Mbps (oa),DSL,IN_PROGRESS,SOS,complete order,28677446,27.04.2016,02.05.2016,28.04.2016,18.05.2016,09.05.2016,,09.05.2016,18.05.2016,1,31.05.2016 08:23:10
Cermaq,163477,370305,IPVPN,Trafikkprofil 4 (> 4 Mbps),Other,IN_PROGRESS,SOS,finalize access,28141194,05.02.2016,26.02.2016,26.02.2016,29.02.2016,,,,29.02.2016,1,31.05.2016 08:23:10
Cermaq,163477,401073,IPVPN,IPVPN Konfigurasjons endringer remote,Other,IN_PROGRESS,SOS,validate & disp.,28141194,18.05.2016,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,371796,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,plan & design,28014928,09.02.2016,,06.05.2016,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,396149,IPVPN,IPVPN Fiber 8 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28724773,16.03.2016,,17.03.2016,,,,,,1,31.05.2016 08:23:10
Verizon Norway AS,163900,368988,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,Fiber,COMPLETED,SOS_SUGAR,,28620735,26.01.2016,03.02.2016,28.01.2016,25.03.2016,15.04.2016,30.05.2016,27.05.2016,26.04.2016,1,31.05.2016 08:23:10
Verizon Norway AS,163900,396134,Ethernet,Ethernet Aksess Fiber 20 Mbps on-nett,Fiber,COMPLETED,SOS_SUGAR,,28730261,30.03.2016,04.05.2016,30.03.2016,30.05.2016,19.05.2016,24.05.2016,19.05.2016,30.05.2016,1,31.05.2016 08:23:10
Verizon Norway AS,163900,399303,Capacity,Ethernet Transport SDH 100 Mbps,Other,COMPLETED,SOS_SUGAR,,10303773,12.04.2016,06.05.2016,14.04.2016,27.05.2016,20.05.2016,26.05.2016,23.05.2016,27.05.2016,1,31.05.2016 08:23:10
Verizon Norway AS,163900,401731,Ethernet,Ethernet Aksess Fiber 10 Mbps on-nett,Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28837425,04.05.2016,10.05.2016,05.05.2016,14.06.2016,03.06.2016,,25.05.2016,14.06.2016,1,31.05.2016 08:23:10
Verizon Norway AS,163900,404831,Ethernet,Ethernet Aksess Fiber 20 Mbps on-nett,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28988778,26.05.2016,,27.05.2016,,,,,,1,31.05.2016 08:23:10
Verizon Norway AS,163900,401109,Capacity,Ethernet Transport SDH 100 Mbps,Other,IN_PROGRESS,SOS,plan & design,10303938,09.05.2016,,20.05.2016,,,,,,1,31.05.2016 08:23:10
TELIA NORGE AS (Netcom GSM),100500,400313,Capacity,Fiberpar,Fiber,COMPLETED,SOS_SUGAR,,10303903,20.04.2016,25.05.2016,09.05.2016,25.05.2016,25.05.2016,25.05.2016,24.05.2016,25.05.2016,1,31.05.2016 08:23:10
TELIA NORGE AS (Netcom GSM),100500,400474,Capacity,Fiberpar,Fiber,COMPLETED,SOS_SUGAR,,10303904,21.04.2016,25.05.2016,09.05.2016,25.05.2016,25.05.2016,25.05.2016,24.05.2016,25.05.2016,1,31.05.2016 08:23:10
Atea AS.,260572,401749,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28547532,04.05.2016,12.05.2016,10.05.2016,08.07.2016,31.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,371006,IPVPN,IPVPN SHDSL 8 Mbps (oa4),DSL,COMPLETED,SOS,,28005782,08.02.2016,11.05.2016,11.05.2016,30.05.2016,23.05.2016,25.05.2016,25.05.2016,30.05.2016,1,31.05.2016 08:23:10
MAID4YOU AS,243798,400323,Internet,Internett SHDSL 12 Mbps (oa3),DSL,COMPLETED,SOS,,28422214,20.04.2016,27.04.2016,25.04.2016,26.05.2016,23.05.2016,30.05.2016,30.05.2016,26.05.2016,1,31.05.2016 08:23:10
Atea AS.,260572,396145,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28543813,16.03.2016,09.05.2016,17.03.2016,08.07.2016,18.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,371782,IPVPN,IPVPN Offnet <=25 Mbps,Other,IN_PROGRESS,SOS,validate & disp.,28989920,09.02.2016,,,,,,,,1,31.05.2016 08:23:10
NextGenTel AS,163070,397549,Capacity,Bølgelengde 1 Gbps,Bølgelengde,IN_PROGRESS,SOS,plan & design,10303799,29.03.2016,,20.04.2016,,,,,,1,31.05.2016 08:23:10
Kinnarps AS Fakturamottak,213339,400407,IPVPN,IPVPN Fiber 50 Mbps (onnett),Fiber,IN_PROGRESS,SOS_SUGAR,complete order,28738995,20.04.2016,29.04.2016,28.04.2016,17.05.2016,06.05.2016,,09.05.2016,17.05.2016,1,31.05.2016 08:23:10
Bayonette AS,221355,356666,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10303240,20.10.2015,03.12.2015,22.10.2015,16.02.2016,16.06.2016,,,20.06.2016,1,31.05.2016 08:23:10
ELKJØP NORDIC AS,208400,396070,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28568513,16.03.2016,11.04.2016,17.03.2016,13.05.2016,04.05.2016,,,13.05.2016,1,31.05.2016 08:23:10
DE ROSA KANINER AS,273504,401120,Internet,Internett Fiber 100 Mbps (onnet),Fiber,COMPLETED,SOS_SUGAR,,28777051,28.04.2016,04.05.2016,30.04.2016,07.06.2016,27.05.2016,26.05.2016,26.05.2016,07.06.2016,1,31.05.2016 08:23:10
Atea AS.,260572,396142,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28759368,16.03.2016,11.05.2016,17.03.2016,08.07.2016,25.05.2016,,,08.07.2016,1,31.05.2016 08:23:10
Atea AS.,260572,396140,IPVPN,IPVPN Fiber 4 Mbps (offnett),Fiber,IN_PROGRESS,SOS,plan & design,28445373,16.03.2016,,17.03.2016,,,,,,1,31.05.2016 08:23:10
Atea AS.,260572,405449,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28595017,30.05.2016,30.05.2016,30.05.2016,24.06.2016,15.06.2016,,,24.06.2016,1,31.05.2016 08:23:10
MYWEBHOST ANS,274091,403672,Internet,Internett Fiber 6 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28746266,11.05.2016,27.05.2016,12.05.2016,21.06.2016,10.06.2016,,,21.06.2016,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,396144,Internet,Internett SHDSL 4 Mbps (ws),DSL,IN_PROGRESS,SOS,finalize access,28939271,16.03.2016,27.04.2016,03.04.2016,20.05.2016,13.05.2016,,,20.05.2016,1,31.05.2016 08:23:10
Eidsiva Bredbånd,163822,399249,Ethernet,Ethernet Aksess Fiber 20 Mbps on-nett,Fiber,COMPLETED,SOS_SUGAR,,28849745,11.04.2016,25.04.2016,18.04.2016,25.05.2016,16.05.2016,23.05.2016,19.05.2016,25.05.2016,1,31.05.2016 08:23:10
Eidsiva Bredbånd,163822,404576,IPVPN,IPVPN Konfigurasjons endringer remote,Other,NEW,SOS,validate & disp.,63080227,24.05.2016,,,,,,,,1,31.05.2016 08:23:10
Læringsverkstedet AS,131,396157,Internet,Internett SHDSL 8 Mbps (oa),DSL,IN_PROGRESS,SOS,finalize access,28893450,16.03.2016,05.04.2016,03.04.2016,29.04.2016,20.04.2016,,,29.04.2016,1,31.05.2016 08:23:10
Atea AS.,257661,401768,IPVPN,IPVPN SHDSL 8 Mbps (ws),DSL,IN_PROGRESS,SOS,complete order,28628470,04.05.2016,11.05.2016,06.05.2016,07.06.2016,27.05.2016,,31.05.2016,07.06.2016,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326718,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28111471,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326719,IPVPN,Traffic fee IP to CTR 4 Mbit/s Secondary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28112346,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326725,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28101963,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326726,IPVPN,Traffic fee IP to CTR 4 Mbit/s Secondary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28104442,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
FRISK HMS AS,273777,401771,Internet,Internett VDSL 25/5 (oa),DSL,IN_PROGRESS,SOS,validate & disp.,28650703,04.05.2016,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,401127,IPVPN,IPVPN Fiber 4 Mbps (onnett),Fiber,IN_PROGRESS,SOS,plan & design,28877317,28.04.2016,,09.05.2016,,,,,,1,31.05.2016 08:23:10
ELEKTRO-TERM AS,271308,5503257,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28916506,16.03.2016,21.04.2016,17.03.2016,15.06.2016,06.06.2016,,,15.06.2016,1,31.05.2016 08:23:10
Univern AS,211613,401126,IPVPN,IPVPN Fiber 10 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28402331,28.04.2016,13.05.2016,13.05.2016,30.05.2016,26.05.2016,,,30.05.2016,1,31.05.2016 08:23:10
Norsk pasientskadeerstatning,209372,401108,Ethernet,Ethernet Punkt til Punkt 100 Mbps,Other,IN_PROGRESS,SOS,complete order,28540647,29.04.2016,24.05.2016,29.04.2016,07.06.2016,24.05.2016,,23.05.2016,07.06.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,401129,IPVPN,VPN,Other,IN_PROGRESS,SOS,finalize access,32225157,28.04.2016,03.05.2016,03.05.2016,04.05.2016,,,,04.05.2016,1,31.05.2016 08:23:10
BORG HAVN IKS,271310,5503260,Internet,Internett Fiber 60 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28412668,16.03.2016,,17.03.2016,,,,06.04.2016,,1,31.05.2016 08:23:10
BKK Fiber AS,300035,398349,Capacity,Bølgelengde 10 Gbps,Bølgelengde,COMPLETED,SOS_SUGAR,,10303828,05.04.2016,11.05.2016,25.04.2016,30.05.2016,19.05.2016,27.05.2016,27.05.2016,30.05.2016,1,31.05.2016 08:23:10
industri-Hydraulikk AS,271366,396174,Internet,Internett Fiber 50 Mbps (onnet),Fiber,NEW,SOS,validate & disp.,,16.03.2016,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326731,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,plan & design,28271202,08.01.2015,,04.01.2016,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326732,IPVPN,Traffic fee IP to CTR 4 Mbit/s Secondary Access,Leid Linje,IN_PROGRESS,SOS,plan & design,28271695,08.01.2015,,04.01.2016,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326789,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,plan & design,28111428,08.01.2015,,06.01.2016,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326810,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28111475,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,326811,IPVPN,Traffic fee IP to CTR 4 Mbit/s Secondary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28112371,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Justisdepartementet,300101,401039,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28474622,27.04.2016,11.05.2016,28.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,31.05.2016 08:23:10
Conor Skandinavia AS,213514,401118,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28294720,28.04.2016,13.05.2016,28.04.2016,14.11.2016,03.11.2016,,,14.11.2016,1,31.05.2016 08:23:10
EC Dahls eiendom Drift AS,246921,401163,IPVPN,IPVPN ADSL 2+ (oa),DSL,IN_PROGRESS,SOS,finalize access,28325840,28.04.2016,04.05.2016,04.05.2016,08.06.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
EC Dahls eiendom Drift AS,246921,401167,IPVPN,IPVPN ADSL 2+ (oa),DSL,IN_PROGRESS,SOS,finalize access,28532218,28.04.2016,03.05.2016,29.04.2016,06.06.2016,30.05.2016,,,06.06.2016,1,31.05.2016 08:23:10
EC Dahls eiendom Drift AS,246921,401162,IPVPN,IPVPN ADSL 2+ (oa),DSL,IN_PROGRESS,SOS,finalize access,28589932,28.04.2016,02.05.2016,29.04.2016,08.06.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
EC Dahls eiendom Drift AS,246921,401165,IPVPN,IPVPN ADSL 2+ (oa),DSL,IN_PROGRESS,SOS,finalize access,28521227,28.04.2016,02.05.2016,29.04.2016,08.06.2016,30.05.2016,,,08.06.2016,1,31.05.2016 08:23:10
EC Dahls eiendom Drift AS,246921,401168,IPVPN,IPVPN ADSL 2+ (oa),DSL,IN_PROGRESS,SOS,finalize access,28556467,28.04.2016,03.05.2016,29.04.2016,06.06.2016,30.05.2016,,,06.06.2016,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327350,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28101962,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
CATALINA AS,273518,401169,Internet,Internett Fiber 20 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28580054,28.04.2016,11.05.2016,29.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327179,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28111715,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327180,IPVPN,Traffic fee IP to CTR 4 Mbit/s Secondary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28112359,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327174,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28151432,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Møre og Romsdal Fylkeskommune,133808,401146,IPVPN,IPVPN Fiber 20 Mbps (offnett),Fiber,IN_PROGRESS,SOS,finalize access,28171398,28.04.2016,18.05.2016,29.04.2016,24.06.2016,15.06.2016,,,24.06.2016,1,31.05.2016 08:23:10
Viju Norge AS,207612,5503741,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,28377210,28.04.2016,26.05.2016,29.04.2016,30.06.2016,21.06.2016,,,30.06.2016,1,31.05.2016 08:23:10
NOVUM ØKONOMI AS,271407,396256,Internet,Internett Fiber 10 Mbps (onnet),Fiber,IN_PROGRESS,SOS,plan & design,28932202,17.03.2016,,18.03.2016,,,,,,1,31.05.2016 08:23:10
Teltronik AS,212824,404811,Internet,Internett Fiber 20 Mbps (onnet),Fiber,COMPLETED,SOS,,28104180,26.05.2016,30.05.2016,30.05.2016,01.06.2016,01.06.2016,30.05.2016,30.05.2016,01.06.2016,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327342,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28201528,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327343,IPVPN,Traffic fee IP to CTR 4 Mbit/s Secondary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28201532,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Atea AS.,254991,397881,IPVPN,IPVPN Mobil PrimærAksess 100 GB,Other,COMPLETED,SOS,,28397070,30.03.2016,23.05.2016,05.04.2016,30.05.2016,23.05.2016,23.05.2016,23.05.2016,30.05.2016,1,31.05.2016 08:23:10
Frisvold Privatgymnas,222401,396027,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28862881,16.03.2016,,01.04.2016,,,,,,1,31.05.2016 08:23:10
Espire AS,221722,396298,IPVPN,IPVPN SHDSL 8 Mbps (oa),DSL,COMPLETED,SOS,,28928145,17.03.2016,26.04.2016,29.03.2016,03.05.2016,28.04.2016,30.05.2016,02.05.2016,03.05.2016,1,31.05.2016 08:23:10
STIFTELSEN KIRKENS BYMISJON OSLO,213357,396228,IPVPN,IPVPN SHDSL 20 Mbps (oa5),DSL,IN_PROGRESS,SOS,finalize access,28901820,17.03.2016,24.05.2016,13.05.2016,09.06.2016,31.05.2016,,,09.06.2016,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327356,Capacity,"Traffic fee transmission to CTR, 2 Mbit/s, Phase 2",Leid Linje,IN_PROGRESS,SOS,validate & disp.,10131860,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327357,Capacity,"Traffic fee transmission to CTR, 2 Mbit/s, Phase 2",Leid Linje,IN_PROGRESS,SOS,validate & disp.,10131858,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327172,Capacity,"Traffic fee transmission to CTR, 2 Mbit/s, Phase 1",Leid Linje,IN_PROGRESS,SOS,validate & disp.,10131652,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327359,IPVPN,Traffic fee IP to CTR 4 Mbit/s Secondary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28271743,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
Direktoratet for nødkommunikasjon DNK,201176,327360,IPVPN,Traffic fee IP to CTR 4 Mbit/s Primary Access,Leid Linje,IN_PROGRESS,SOS,validate & disp.,28271742,08.01.2015,,,,,,,,1,31.05.2016 08:23:10
BUTIKKDESIGN NORGE AS,273148,400192,Internet,Internett Fiber 60 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28927497,19.04.2016,,20.04.2016,,,,,,1,31.05.2016 08:23:10
Bridge Technologies AS,229547,330274,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS,finalize access,10301432,09.01.2015,29.01.2015,19.01.2015,10.02.2015,09.03.2015,,,10.03.2015,1,31.05.2016 08:23:10
Det Norske Misjonsselskap,222009,403690,Internet,Internett SHDSL 20 Mbps (oa5),DSL,IN_PROGRESS,SOS,finalize access,28374398,12.05.2016,16.05.2016,13.05.2016,10.06.2016,01.06.2016,,,10.06.2016,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,371484,IPVPN,IPVPN SHDSL 8 Mbps (ws),DSL,IN_PROGRESS,SOS,plan & design,28644998,08.02.2016,,23.02.2016,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,404888,IPVPN,IPVPN SHDSL 4 Mbps (ws),DSL,NEW,SOS,validate & disp.,28625416,26.05.2016,,,,,,,,1,31.05.2016 08:23:10
NorgesGruppen Data AS,210589,401171,IPVPN,IPVPN SHDSL 2 Mbps (ws),DSL,COMPLETED,SOS,,28625416,28.04.2016,19.05.2016,28.04.2016,20.05.2016,20.05.2016,24.05.2016,24.05.2016,20.05.2016,1,31.05.2016 08:23:10
HomeNet As,222373,403607,IPVPN,IPVPN Fiber 10 Gbps (onnett),Fiber,IN_PROGRESS,SOS,plan & design,28498311,11.05.2016,,30.05.2016,,,,,,1,31.05.2016 08:23:10
Asle Skoveng Kranservice AS,11394,5503607,Internet,Internett Fiber 100 Mbps (onnet),Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,28771434,20.04.2016,,20.04.2016,,,,,,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,400358,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10303807,20.04.2016,26.04.2016,20.04.2016,29.06.2016,27.06.2016,,,29.06.2016,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,404588,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303953,24.05.2016,,26.05.2016,,,,,,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,404590,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303954,24.05.2016,,26.05.2016,,,,,,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,404591,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303956,24.05.2016,,26.05.2016,,,,,,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,404593,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS_SUGAR,plan & design,10303955,24.05.2016,,26.05.2016,,,,,,1,31.05.2016 08:23:10
Norsk Helsenett SF,201834,403343,Capacity,Fiberpar,Fiber,IN_PROGRESS,SOS,finalize access,10303910,10.05.2016,27.05.2016,10.05.2016,07.06.2016,06.06.2016,,,07.06.2016,1,31.05.2016 08:23:10
Homebase AS,229545,323637,Capacity,Enkeltfiber,Fiber,IN_PROGRESS,SOS_SUGAR,finalize access,10301194,18.11.2014,03.12.2014,20.11.2014,01.06.2015,29.04.2016,,,02.05.2016,1,31.05.2016 08:23:10
