customer_name,customer_id,order_ref,product_group,process_step,circuit_id,reg_date,plan_done_date,clean_order_date,agreed_date,agreed_installation_date,FM_date,finalize_access_date,latest_agreed_date,order_counter,last_update_timestamp
ELKJØP NORDIC AS,196,345439,Internet,plan & design,28435254,19.06.2015,,08.07.2015,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,403598,IPVPN,validate & disp.,60645849,11.05.2016,,,,,,,,1,"42486,858611111"
Elkjøp Phonehouse Sandvika,233,403596,IPVPN,finalize access,28686446,11.05.2016,23.05.2016,19.05.2016,22.06.2016,13.06.2016,,,22.06.2016,1,"42486,858611111"
Atea AS.,234,400178,IPVPN,plan & design,28741745,19.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,345409,Capacity,plan & design,10127987,19.06.2015,,28.10.2015,,,,,,1,"42486,858611111"
EVRY NORGE AS,175,396487,Capacity,complete order,10910590,18.03.2016,08.04.2016,31.03.2016,13.05.2016,06.05.2016,,13.04.2016,13.05.2016,1,"42486,858611111"
EVRY NORGE AS,175,399757,Ethernet,validate & disp.,28670771,14.04.2016,,,,,,,,1,"42486,858611111"
EVRY NORGE AS,175,399754,Ethernet,validate & disp.,28456412,14.04.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,400182,IPVPN,plan & design,28366104,19.04.2016,,21.04.2016,,,,,,1,"42486,858611111"
Atea AS.,234,399663,IPVPN,complete order,28478457,13.04.2016,25.04.2016,18.04.2016,17.05.2016,20.05.2016,,20.05.2016,31.05.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371428,IPVPN,validate & disp.,28706802,08.02.2016,,,,,,,,1,"42486,858611111"
MINERA AS,236,400221,Internet,plan & design,28433528,19.04.2016,,20.04.2016,,,,,,1,"42486,858611111"
FISKARHEDENVILLAN AS,237,400187,Internet,finalize access,28104008,19.04.2016,20.05.2016,20.04.2016,09.06.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
ELKJØP NORDIC AS,196,345442,IPVPN,plan & design,28854704,19.06.2015,,08.07.2015,,,,,,1,"42486,858611111"
PowerTech Information Systems,12,400761,Ethernet,finalize access,28335114,25.04.2016,28.04.2016,27.04.2016,17.05.2016,25.05.2016,,,31.05.2016,1,"42486,858611111"
PowerTech Information Systems,12,403646,Ethernet,validate & disp.,32562469,11.05.2016,,,,,,,,1,"42486,858611111"
Kvernaas Arkitekter AS,238,400218,Internet,finalize access,28932812,19.04.2016,06.05.2016,20.04.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
Nesset Sand AS,239,396007,Internet,validate & disp.,32140175,15.03.2016,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,345406,Capacity,complete order,10128047,19.06.2015,14.01.2016,14.12.2015,29.02.2016,31.05.2016,,06.04.2016,15.06.2016,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327177,Capacity,validate & disp.,10129056,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327178,Capacity,validate & disp.,10129205,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,327348,Capacity,validate & disp.,10126319,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326797,Capacity,validate & disp.,10126321,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326798,Capacity,validate & disp.,10126320,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326713,Capacity,validate & disp.,10130390,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326714,Capacity,validate & disp.,10126352,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326782,Capacity,plan & design,10126147,08.01.2015,,18.01.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326847,Capacity,plan & design,10124788,08.01.2015,,04.01.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326848,Capacity,plan & design,10124790,08.01.2015,,04.01.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326858,Capacity,validate & disp.,10126330,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326860,Capacity,validate & disp.,10126331,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,355836,Capacity,plan & design,10128347,08.10.2015,,08.10.2015,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,399374,Capacity,complete order,10303762,12.04.2016,19.05.2016,12.04.2016,30.06.2016,25.05.2016,,17.04.2016,30.06.2016,1,"42486,858611111"
BMC Trading AS,240,401041,Internet,plan & design,28626953,27.04.2016,,25.05.2016,,,,,,1,"42486,858611111"
REJLERS EMBRIQ AS,241,400188,IPVPN,validate & disp.,28547576,19.04.2016,,,,,,,,1,"42486,858611111"
REJLERS EMBRIQ AS,241,400526,IPVPN,validate & disp.,28281673,21.04.2016,,,,,,,,1,"42486,858611111"
SOPRA STERIA AS,201,395992,IPVPN,plan & design,28978865,15.03.2016,,01.05.2016,,,,,,1,"42486,858611111"
Atea AS.,234,401677,IPVPN,plan & design,28948061,04.05.2016,,18.05.2016,,,,,,1,"42486,858611111"
Statskog SF,242,363730,Internet,plan & design,28191112,07.12.2015,,11.12.2015,,,,,,1,"42486,858611111"
Statskog SF,242,400766,IPVPN,validate & disp.,28561011,25.04.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,400184,IPVPN,plan & design,28502521,19.04.2016,,19.04.2016,,,,,,1,"42486,858611111"
Telecomputing Norway AS,243,364133,Ethernet,complete order,28728458,10.12.2015,24.02.2016,14.12.2015,02.03.2016,03.05.2016,,29.04.2016,12.05.2016,1,"42486,858611111"
Telecomputing Norway AS,243,396231,Ethernet,finalize access,28993400,17.03.2016,18.03.2016,18.03.2016,20.04.2016,29.06.2016,,,08.07.2016,1,"42486,858611111"
Telecomputing Norway AS,243,401707,Ethernet,plan & design,28417519,04.05.2016,,05.05.2016,,,,,,1,"42486,858611111"
Telecomputing Norway AS,243,400418,Ethernet,finalize access,28327683,20.04.2016,19.05.2016,22.04.2016,21.06.2016,10.06.2016,,,21.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,343062,Ethernet,complete order,28993220,29.05.2015,09.06.2015,09.06.2015,29.06.2015,05.10.2015,,10.05.2016,31.10.2015,1,"42486,858611111"
Telecomputing Norway AS,243,343944,Ethernet,finalize access,28555541,22.06.2015,17.11.2015,24.06.2015,22.01.2016,27.06.2016,,,08.07.2016,1,"42486,858611111"
Telecomputing Norway AS,243,349400,Ethernet,plan & design,28629363,05.08.2015,,02.12.2015,,,,10.05.2016,,1,"42486,858611111"
Telecomputing Norway AS,243,351304,Ethernet,finalize access,62522881,28.08.2015,14.09.2015,14.09.2015,02.10.2015,30.05.2016,,,09.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,358548,Ethernet,finalize access,28371317,06.11.2015,26.11.2015,26.11.2015,09.02.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,358552,Ethernet,finalize access,60647955,06.11.2015,26.11.2015,26.11.2015,13.01.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,368615,Ethernet,complete order,28621019,21.01.2016,09.03.2016,09.03.2016,17.03.2016,29.03.2016,,18.05.2016,17.03.2016,1,"42486,858611111"
Telecomputing Norway AS,243,395064,Ethernet,finalize access,28495385,08.03.2016,16.03.2016,16.03.2016,05.04.2016,23.03.2016,,,05.04.2016,1,"42486,858611111"
Telecomputing Norway AS,243,395716,Ethernet,finalize access,28452193,14.03.2016,16.05.2016,18.03.2016,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,393300,Ethernet,plan & design,28364260,21.02.2016,,23.02.2016,,,,,,1,"42486,858611111"
Telecomputing Norway AS,243,395345,Ethernet,finalize access,28537984,10.03.2016,24.03.2016,24.03.2016,15.04.2016,06.04.2016,,,15.04.2016,1,"42486,858611111"
Telecomputing Norway AS,243,395399,Ethernet,complete order,28855264,10.03.2016,01.04.2016,01.04.2016,10.05.2016,10.06.2016,,04.04.2016,21.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,393970,Ethernet,complete order,28399439,26.02.2016,18.03.2016,18.03.2016,19.04.2016,07.04.2016,,06.04.2016,19.04.2016,1,"42486,858611111"
Telecomputing Norway AS,243,399810,Ethernet,finalize access,28699034,14.04.2016,25.04.2016,22.04.2016,01.06.2016,23.05.2016,,,01.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,399811,Ethernet,finalize access,28594917,14.04.2016,19.05.2016,19.05.2016,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
Telecomputing Norway AS,243,400118,Ethernet,finalize access,28412702,18.04.2016,26.04.2016,19.04.2016,24.05.2016,03.06.2016,,,31.05.2016,1,"42486,858611111"
Telecomputing Norway AS,243,404062,Ethernet,plan & design,28373070,18.05.2016,,19.05.2016,,,,,,1,"42486,858611111"
Nor Senteret Bromma AS,244,400183,Internet,plan & design,28714757,19.04.2016,,11.05.2016,,,,,,1,"42486,858611111"
ELKJØP NORDIC AS,196,345433,IPVPN,plan & design,28534560,19.06.2015,,08.07.2015,,,,,,1,"42486,858611111"
HomeNet As,245,352429,IPVPN,validate & disp.,,08.09.2015,,,,,,,,1,"42486,858611111"
HomeNet As,245,352433,IPVPN,plan & design,28992356,08.09.2015,,09.09.2015,,,,,,1,"42486,858611111"
Romm AS,246,398209,Internet,plan & design,28379755,02.05.2016,,02.05.2016,,,,,,1,"42486,858611111"
Romm AS,246,398214,Ethernet,plan & design,28337030,20.05.2016,,23.05.2016,,,,,,1,"42486,858611111"
Lindbakgruppen AS,247,356526,IPVPN,validate & disp.,28449274,16.10.2015,,,,,,,,1,"42486,858611111"
Lindbakgruppen AS,247,396003,IPVPN,finalize access,28501530,15.03.2016,18.05.2016,16.03.2016,02.06.2016,24.05.2016,,,02.06.2016,1,"42486,858611111"
Harald A. Møller AS avd. IKT,248,331831,IPVPN,finalize access,28335012,24.02.2015,13.05.2016,10.03.2015,11.10.2016,30.09.2016,,,11.10.2016,1,"42486,858611111"
ELKJØP NORDIC AS,196,345222,IPVPN,complete order,28331503,19.06.2015,09.10.2015,15.07.2015,13.10.2015,12.10.2015,,14.10.2015,13.10.2015,1,"42486,858611111"
TELIA NORGE AS (Netcom GSM),249,400282,Capacity,finalize access,10303814,20.04.2016,10.05.2016,21.04.2016,23.05.2016,19.05.2016,,,23.05.2016,1,"42486,858611111"
TELIA NORGE AS (Netcom GSM),249,400280,Capacity,plan & design,10303906,20.04.2016,,09.05.2016,,,,,,1,"42486,858611111"
TDC AS,250,347570,Ethernet,finalize access,28963149,07.07.2015,06.01.2016,10.07.2015,28.01.2016,18.12.2015,,,28.01.2016,1,"42486,858611111"
TDC AS,250,5503364,Ethernet,complete order,28993504,13.04.2016,09.05.2016,14.04.2016,02.06.2016,24.05.2016,,13.05.2016,02.06.2016,1,"42486,858611111"
TDC AS,250,5503602,Ethernet,finalize access,28537893,27.04.2016,13.05.2016,28.04.2016,08.07.2016,29.06.2016,,,08.07.2016,1,"42486,858611111"
TDC AS,250,367977,Capacity,complete order,10301238,14.01.2016,15.02.2016,25.01.2016,09.03.2016,29.02.2016,,25.01.2016,09.03.2016,1,"42486,858611111"
TDC AS,250,5503725,Ethernet,plan & design,28756749,24.05.2016,,25.05.2016,,,,,,1,"42486,858611111"
Verizon Norway AS,61,363794,Ethernet,validate & disp.,28684091,08.12.2015,,,,,,,,1,"42486,858611111"
STIFTELSEN KIRKENS BYMISJON I ØSTFOLD,251,399189,IPVPN,complete order,28924948,09.04.2016,20.04.2016,11.04.2016,11.05.2016,02.05.2016,,18.05.2016,11.05.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,401082,IPVPN,plan & design,28715422,27.04.2016,,28.04.2016,,,,,,1,"42486,858611111"
EIK PIZZA OG RESTURANT AS,252,401092,Internet,validate & disp.,28310675,27.04.2016,,,,,,,,1,"42486,858611111"
DITT TRENINGSSENTER ODD IVAR ERIKSEN,253,401112,Internet,plan & design,28592685,27.04.2016,,28.04.2016,,,,,,1,"42486,858611111"
Itera Norge AS,148,399314,Ethernet,finalize access,28827242,11.04.2016,14.04.2016,12.04.2016,18.05.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
Itera Norge AS,148,401060,Ethernet,finalize access,28457696,27.04.2016,13.05.2016,01.05.2016,09.06.2016,31.05.2016,,,09.06.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,396089,IPVPN,finalize access,60742378,16.03.2016,20.04.2016,19.04.2016,04.05.2016,04.05.2016,,,04.05.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,400185,IPVPN,validate & disp.,60395048,19.04.2016,,,,,,,,1,"42486,858611111"
BKK Fiber AS,254,401876,Ethernet,finalize access,28294583,06.05.2016,12.05.2016,09.05.2016,17.05.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
Atea AS.,234,400287,IPVPN,plan & design,28856233,20.04.2016,,20.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,362044,Capacity,finalize access,10303382,20.11.2015,14.01.2016,08.12.2015,18.02.2016,20.05.2016,,,20.05.2016,1,"42486,858611111"
NextGenTel AS,228,367813,Capacity,finalize access,10303443,12.01.2016,16.02.2016,15.01.2016,25.03.2016,25.05.2016,,,26.05.2016,1,"42486,858611111"
NextGenTel AS,228,5503274,Ethernet,finalize access,28346277,17.03.2016,30.03.2016,17.03.2016,28.04.2016,20.05.2016,,,31.05.2016,1,"42486,858611111"
NextGenTel AS,228,372064,Capacity,finalize access,10303730,10.02.2016,06.05.2016,07.04.2016,13.05.2016,31.05.2016,,,01.06.2016,1,"42486,858611111"
NextGenTel AS,228,399292,Capacity,finalize access,10303754,11.04.2016,20.05.2016,12.04.2016,01.06.2016,01.06.2016,,,01.06.2016,1,"42486,858611111"
NextGenTel AS,228,400478,Capacity,plan & design,10303866,21.04.2016,,29.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,398464,Capacity,validate & disp.,,06.04.2016,,,,,,,,1,"42486,858611111"
HomeNet As,245,403610,IPVPN,validate & disp.,,11.05.2016,,,,,,,,1,"42486,858611111"
Læringsverkstedet AS,7,396028,Internet,finalize access,28685673,16.03.2016,28.04.2016,01.04.2016,20.05.2016,11.05.2016,,,20.05.2016,1,"42486,858611111"
Atea AS.,234,396133,IPVPN,plan & design,28420513,16.03.2016,,17.03.2016,,,,,,1,"42486,858611111"
Norli Gruppen - Hovedkontor,255,400843,IPVPN,plan & design,28569667,26.04.2016,,13.05.2016,,,,,,1,"42486,858611111"
Atea AS.,234,396138,IPVPN,plan & design,28397648,16.03.2016,,17.03.2016,,,,,,1,"42486,858611111"
Cermaq,256,400557,IPVPN,plan & design,28180052,27.04.2016,,25.05.2016,,,,,,1,"42486,858611111"
Cermaq,256,370304,IPVPN,finalize access,28180052,05.02.2016,26.02.2016,26.02.2016,26.02.2016,,,,26.02.2016,1,"42486,858611111"
Oras AS,257,364376,Capacity,plan & design,10303538,22.12.2015,,10.02.2016,,,,29.04.2016,,1,"42486,858611111"
Oras AS,257,358904,IPVPN,validate & disp.,28290342,10.11.2015,,,,,,,,1,"42486,858611111"
Oras AS,257,403966,IPVPN,validate & disp.,28290048,17.05.2016,,,,,,,,1,"42486,858611111"
Oras AS,257,404122,Capacity,validate & disp.,,18.05.2016,,,,,,,,1,"42486,858611111"
Oras AS,257,404429,Capacity,plan & design,10303943,24.05.2016,,24.05.2016,,,,,,1,"42486,858611111"
Oras AS,257,401069,IPVPN,validate & disp.,28211849,27.04.2016,,,,,,,,1,"42486,858611111"
Oras AS,257,401078,IPVPN,validate & disp.,28540675,27.04.2016,,,,,,,,1,"42486,858611111"
Experian AS,258,396050,Internet,finalize access,28874877,16.03.2016,05.04.2016,21.03.2016,29.04.2016,20.04.2016,,,29.04.2016,1,"42486,858611111"
ELKJØP ÅRNES AS,259,401742,IPVPN,finalize access,28426606,04.05.2016,11.05.2016,11.05.2016,03.06.2016,24.05.2016,,,03.06.2016,1,"42486,858611111"
Entry as,195,401083,Internet,finalize access,28575558,27.04.2016,12.05.2016,28.04.2016,06.06.2016,26.05.2016,,,06.06.2016,1,"42486,858611111"
Tuil As -  Klientkode 936787363,260,334317,Internet,finalize access,28446026,23.02.2015,23.03.2015,24.02.2015,16.06.2015,30.06.2016,,,07.07.2016,1,"42486,858611111"
NextGenTel AS,228,403703,Capacity,finalize access,10301590,12.05.2016,20.05.2016,13.05.2016,13.06.2016,09.06.2016,,,13.06.2016,1,"42486,858611111"
OBOS,261,336234,IPVPN,complete order,28882554,16.03.2015,17.04.2015,18.03.2015,06.05.2015,06.05.2015,,18.03.2015,06.05.2015,1,"42486,858611111"
OBOS,261,336525,IPVPN,complete order,28926974,18.03.2015,17.04.2015,18.03.2015,06.05.2015,06.05.2015,,18.03.2015,06.05.2015,1,"42486,858611111"
Rakkestad Kommune,262,401716,IPVPN,validate & disp.,28281441,04.05.2016,,,,,,,,1,"42486,858611111"
BP NORGE AS,263,403641,Internet,plan & design,28743098,11.05.2016,,12.05.2016,,,,,,1,"42486,858611111"
BP NORGE AS,263,403632,Internet,validate & disp.,,11.05.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,401743,IPVPN,finalize access,28943478,04.05.2016,12.05.2016,10.05.2016,08.07.2016,02.06.2016,,,08.07.2016,1,"42486,858611111"
Atea AS.,234,401738,IPVPN,finalize access,28776665,04.05.2016,12.05.2016,10.05.2016,08.07.2016,31.05.2016,,,08.07.2016,1,"42486,858611111"
Atea AS.,234,396067,IPVPN,finalize access,28634131,16.03.2016,18.04.2016,17.03.2016,08.07.2016,11.05.2016,,,08.07.2016,1,"42486,858611111"
Atea AS.,234,400153,IPVPN,finalize access,28597001,19.04.2016,20.05.2016,26.04.2016,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
Atea AS.,234,401722,IPVPN,finalize access,28382170,04.05.2016,13.05.2016,10.05.2016,08.07.2016,08.06.2016,,,08.07.2016,1,"42486,858611111"
Støren Elkjøp AS,264,401033,IPVPN,finalize access,28978221,27.04.2016,13.05.2016,06.05.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
EVIDENSIA OSLO DYRESYKEHUS AS,265,401725,Internet,validate & disp.,28347454,04.05.2016,,,,,,,,1,"42486,858611111"
EVIDENSIA OSLO DYRESYKEHUS AS,265,401726,Internet,validate & disp.,32634819,04.05.2016,,,,,,,,1,"42486,858611111"
NextGenTel AS,228,396677,Capacity,plan & design,10302783,21.03.2016,,20.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,396760,Capacity,plan & design,10302764,21.03.2016,,18.04.2016,,,,,,1,"42486,858611111"
NextGenTel AS,228,396726,Capacity,plan & design,10302763,21.03.2016,,18.04.2016,,,,,,1,"42486,858611111"
Læringsverkstedet AS,7,396042,Internet,finalize access,28833267,16.03.2016,19.04.2016,01.04.2016,20.05.2016,12.05.2016,,,20.05.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371005,IPVPN,finalize access,32177614,08.02.2016,11.05.2016,11.05.2016,06.06.2016,30.05.2016,,,06.06.2016,1,"42486,858611111"
TikkTakk AS,266,401414,Internet,plan & design,28503874,02.05.2016,,03.05.2016,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,400299,IPVPN,validate & disp.,28647980,20.04.2016,,,,,,,,1,"42486,858611111"
Atea AS.,234,396111,IPVPN,finalize access,28774107,16.03.2016,10.05.2016,17.03.2016,08.07.2016,25.05.2016,,,08.07.2016,1,"42486,858611111"
Ice Communication Norge AS,267,401745,IPVPN,plan & design,28834008,04.05.2016,,06.05.2016,,,,,,1,"42486,858611111"
Cermaq,256,370305,IPVPN,finalize access,28141194,05.02.2016,26.02.2016,26.02.2016,29.02.2016,,,,29.02.2016,1,"42486,858611111"
Cermaq,256,401073,IPVPN,validate & disp.,28141194,18.05.2016,,,,,,,,1,"42486,858611111"
Espire AS,268,401094,IPVPN,complete order,28677446,27.04.2016,02.05.2016,28.04.2016,18.05.2016,09.05.2016,,09.05.2016,18.05.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371796,IPVPN,plan & design,63174435,09.02.2016,,06.05.2016,,,,,,1,"42486,858611111"
Atea AS.,234,396149,IPVPN,plan & design,28724773,16.03.2016,,17.03.2016,,,,,,1,"42486,858611111"
TELIA NORGE AS (Netcom GSM),249,400313,Capacity,plan & design,10303903,20.04.2016,,09.05.2016,,,,24.05.2016,,1,"42486,858611111"
Verizon Norway AS,61,368988,Ethernet,finalize access,28620735,26.01.2016,03.02.2016,28.01.2016,25.03.2016,15.04.2016,,,26.04.2016,1,"42486,858611111"
Verizon Norway AS,61,399303,Capacity,complete order,10303773,12.04.2016,06.05.2016,14.04.2016,27.05.2016,20.05.2016,,23.05.2016,27.05.2016,1,"42486,858611111"
Verizon Norway AS,61,401731,Ethernet,finalize access,28837425,04.05.2016,10.05.2016,05.05.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
Verizon Norway AS,61,401109,Capacity,plan & design,10303938,09.05.2016,,20.05.2016,,,,,,1,"42486,858611111"
Atea AS.,234,401749,IPVPN,finalize access,28547532,04.05.2016,12.05.2016,10.05.2016,08.07.2016,31.05.2016,,,08.07.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371006,IPVPN,finalize access,28005782,08.02.2016,11.05.2016,11.05.2016,30.05.2016,23.05.2016,,,30.05.2016,1,"42486,858611111"
MAID4YOU AS,269,400323,Internet,finalize access,28422214,20.04.2016,27.04.2016,25.04.2016,26.05.2016,23.05.2016,,,26.05.2016,1,"42486,858611111"
Atea AS.,234,396145,IPVPN,finalize access,28543813,16.03.2016,09.05.2016,17.03.2016,08.07.2016,18.05.2016,,,08.07.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,371782,IPVPN,validate & disp.,28989920,09.02.2016,,,,,,,,1,"42486,858611111"
NextGenTel AS,228,397549,Capacity,plan & design,10303799,29.03.2016,,20.04.2016,,,,,,1,"42486,858611111"
Kinnarps AS Fakturamottak,270,400407,IPVPN,complete order,28738995,20.04.2016,29.04.2016,28.04.2016,17.05.2016,06.05.2016,,09.05.2016,17.05.2016,1,"42486,858611111"
Bayonette AS,271,356666,Capacity,finalize access,10303240,20.10.2015,03.12.2015,22.10.2015,16.02.2016,16.06.2016,,,20.06.2016,1,"42486,858611111"
ELKJØP NORDIC AS,196,396070,Internet,finalize access,28568513,16.03.2016,11.04.2016,17.03.2016,13.05.2016,04.05.2016,,,13.05.2016,1,"42486,858611111"
DE ROSA KANINER AS,272,401120,Internet,finalize access,28777051,28.04.2016,04.05.2016,30.04.2016,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
Atea AS.,234,396142,IPVPN,finalize access,28759368,16.03.2016,11.05.2016,17.03.2016,08.07.2016,25.05.2016,,,08.07.2016,1,"42486,858611111"
Atea AS.,234,396140,IPVPN,plan & design,28445373,16.03.2016,,17.03.2016,,,,,,1,"42486,858611111"
Læringsverkstedet AS,7,396144,Internet,finalize access,28939271,16.03.2016,27.04.2016,03.04.2016,20.05.2016,13.05.2016,,,20.05.2016,1,"42486,858611111"
MYWEBHOST ANS,273,403672,Internet,plan & design,28746266,11.05.2016,,12.05.2016,,,,,,1,"42486,858611111"
Eidsiva Bredbånd,274,404576,IPVPN,validate & disp.,63080227,24.05.2016,,,,,,,,1,"42486,858611111"
Læringsverkstedet AS,7,396157,Internet,finalize access,28893450,16.03.2016,05.04.2016,03.04.2016,29.04.2016,20.04.2016,,,29.04.2016,1,"42486,858611111"
Atea AS.,234,401768,IPVPN,finalize access,28628470,04.05.2016,11.05.2016,06.05.2016,07.06.2016,27.05.2016,,,07.06.2016,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326718,IPVPN,validate & disp.,28111471,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326719,IPVPN,validate & disp.,28112346,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326725,IPVPN,validate & disp.,28101963,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326726,IPVPN,validate & disp.,28104442,08.01.2015,,,,,,,,1,"42486,858611111"
FRISK HMS AS,275,401771,Internet,validate & disp.,28650703,04.05.2016,,,,,,,,1,"42486,858611111"
NorgesGruppen Data AS,232,401127,IPVPN,plan & design,28877317,28.04.2016,,09.05.2016,,,,,,1,"42486,858611111"
ELEKTRO-TERM AS,276,5503257,Internet,finalize access,28916506,16.03.2016,21.04.2016,17.03.2016,15.06.2016,06.06.2016,,,15.06.2016,1,"42486,858611111"
Univern AS,277,401126,IPVPN,finalize access,28402331,28.04.2016,13.05.2016,13.05.2016,30.05.2016,26.05.2016,,,30.05.2016,1,"42486,858611111"
Norsk pasientskadeerstatning,278,401108,Ethernet,complete order,28540647,29.04.2016,24.05.2016,29.04.2016,07.06.2016,24.05.2016,,23.05.2016,07.06.2016,1,"42486,858611111"
NorgesGruppen Data AS,232,401129,IPVPN,finalize access,32225157,28.04.2016,03.05.2016,03.05.2016,04.05.2016,,,,04.05.2016,1,"42486,858611111"
BORG HAVN IKS,279,5503260,Internet,plan & design,28412668,16.03.2016,,17.03.2016,,,,06.04.2016,,1,"42486,858611111"
BKK Fiber AS,254,398349,Capacity,finalize access,10303828,05.04.2016,11.05.2016,25.04.2016,30.05.2016,19.05.2016,,,30.05.2016,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326731,IPVPN,plan & design,28271202,08.01.2015,,04.01.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326732,IPVPN,plan & design,28271695,08.01.2015,,04.01.2016,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326789,IPVPN,plan & design,28111428,08.01.2015,,06.01.2016,,,,,,1,"42486,858611111"
industri-Hydraulikk AS,280,396174,Internet,validate & disp.,,16.03.2016,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326810,IPVPN,validate & disp.,28111475,08.01.2015,,,,,,,,1,"42486,858611111"
Direktoratet for nødkommunikasjon DNK,235,326811,IPVPN,validate & disp.,28112371,08.01.2015,,,,,,,,1,"42486,858611111"
Justisdepartementet,281,401039,Internet,finalize access,28474622,27.04.2016,11.05.2016,28.04.2016,14.06.2016,03.06.2016,,,14.06.2016,1,"42486,858611111"
Conor Skandinavia AS,282,401118,Internet,finalize access,28294720,28.04.2016,13.05.2016,28.04.2016,14.11.2016,03.11.2016,,,14.11.2016,1,"42486,858611111"
EC Dahls eiendom Drift AS,283,401163,IPVPN,finalize access,28325840,28.04.2016,04.05.2016,04.05.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
EC Dahls eiendom Drift AS,283,401167,IPVPN,finalize access,28532218,28.04.2016,03.05.2016,29.04.2016,06.06.2016,30.05.2016,,,06.06.2016,1,"42486,858611111"
EC Dahls eiendom Drift AS,283,401162,IPVPN,finalize access,28589932,28.04.2016,02.05.2016,29.04.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
EC Dahls eiendom Drift AS,283,401165,IPVPN,finalize access,28521227,28.04.2016,02.05.2016,29.04.2016,08.06.2016,30.05.2016,,,08.06.2016,1,"42486,858611111"
